date,Skiing,Rafting,Cycling,Ice Skating,Surfing,Snowboarding
2011-01-02,1602.9548168064084,126.62315013700317,764.8594679845421,1736.3670236925866,657.112223964051,875.2938187639036
2011-01-09,1758.8423908684126,143.6951527721736,743.6631234103656,1458.2679566226236,658.512572579868,879.241480403927
2011-01-16,1501.8017775447763,161.12681999470777,844.3004584100104,1386.500429241808,672.4103798255911,750.703541544586
2011-01-23,1286.3837693127823,148.1614789543629,791.2461522276874,1047.092266735743,657.1450673725077,687.0254737847359
2011-01-30,1304.1713022886174,147.52044153411669,760.1992478088252,1011.4646686870448,657.7107437611893,789.9111691652772
2011-02-06,1117.4951369126572,166.58041078514125,811.1504261247757,845.1421744370061,657.8005864676411,550.5207236113855
2011-02-13,1101.74991465395,196.3952660356896,812.6505206223371,860.0551656827294,619.7579177143128,518.6462222472297
2011-02-20,1009.7579166818572,197.36916072845423,824.8999903671639,786.3684525579207,584.9476229967981,474.5443860538121
2011-02-27,817.4395360964186,192.866559638752,875.2371615642925,525.379782135366,574.1678405844937,395.3921506151504
2011-03-06,724.7750086998243,229.8067950225129,807.169984783981,466.5761498853379,640.2959705256144,352.51294705800416
2011-03-13,559.5638287396847,222.47052560826543,908.2408795722872,429.252768336582,556.7056807773389,302.8445946747166
2011-03-20,494.9005982499289,244.8947305829489,933.6016778367408,387.314034800829,552.2542336727066,313.00443604905985
2011-03-27,441.0740243212495,261.97389220912373,938.3142375890392,357.21974639648386,569.0951788359976,237.21019198979408
2011-04-03,367.8924752542263,272.38464626401225,1047.8074237070157,315.6220051739926,582.959737007209,202.20530246069828
2011-04-10,318.6924413704253,275.48370035457634,1068.1933740689974,260.3904137386061,572.3739584202605,174.37873800927136
2011-04-17,274.7749628451526,338.3241950182586,1102.1047908390676,277.41664507164245,587.7643634123377,165.78999923325725
2011-04-24,262.60416260866543,354.0548589726156,989.0366328010834,251.1004048813413,586.352561781789,140.26889273177716
2011-05-01,242.01516891853163,349.2444913539005,923.970119396382,217.62028904288405,530.2809553263828,127.15673531103856
2011-05-08,224.36837842001407,422.1678906978386,1182.8678988296565,205.27268091161528,603.1631104813331,127.47330190658994
2011-05-15,226.72406466234847,443.4414506901375,1134.6776848697518,189.15086007946672,581.6043211396469,120.95327205323224
2011-05-22,225.5688916401161,598.5569138864527,1213.8606709107655,221.700718489431,598.7003848374914,141.03193113329695
2011-05-29,276.0202034824261,714.1694267515471,1262.8296688150424,230.3735668646653,662.5923236604548,127.6109668120471
2011-06-05,224.3519822187047,715.6842377855512,1146.482696707926,239.6840861175776,666.4130819248983,117.51867247673157
2011-06-12,224.04747501443487,800.0925131286353,1199.4597541759397,234.15662711171944,664.7798869699288,109.48543426812589
2011-06-19,242.47444890568065,902.3189776762677,1145.7721791670892,249.6783547946226,672.8994359841869,110.79419485105586
2011-06-26,252.96112967950737,1054.5399015027294,1217.3004138764986,252.77388068026173,704.2341368932169,104.1131823039152
2011-07-03,285.99795316818665,1091.9527225786726,1540.2261815592,250.76889254918729,736.723633886315,128.7858455057807
2011-07-10,252.7140111460577,969.3750047483732,1526.9774891500344,268.9598015074592,719.1977131431439,115.07607455007036
2011-07-17,251.41478178613667,1022.2320177860028,1627.94830407182,275.8602106187015,687.1555989470114,135.78985443889516
2011-07-24,273.8564557742599,936.8731150132812,1311.624601604689,262.4384921436396,817.4676913381986,169.47943640227476
2011-07-31,276.7853203303874,916.0379353739424,1127.3303892678482,268.21078833844285,1312.7430877788208,164.12753344589254
2011-08-07,302.75848438511184,758.9801576496602,1168.2546431112532,278.4741892663394,1010.6110878540958,178.17656016773944
2011-08-14,289.20159644198986,632.7907676935823,1113.2439105915637,279.6627646167849,755.3089249329147,173.46803020230053
2011-08-21,270.6866916467829,492.6503231711831,2223.2243411427885,236.012638570296,786.8779634645055,179.78688220757303
2011-08-28,301.39869502691374,455.8306621407945,1486.5571205095034,226.91774965974253,801.3188915253124,196.70865907688056
2011-09-04,311.02534447135235,351.16336450328026,981.2679522174178,273.5272592125161,802.0387334247276,238.564618705454
2011-09-11,351.7072982512167,230.51457161805047,907.517778162558,243.9814933636803,601.2353260471249,268.61521822631806
2011-09-18,346.10514596855484,199.5279360378504,804.7495450377274,244.74773374617985,556.2563058595689,244.03968230975664
2011-09-25,381.5938824610638,166.3118675610659,872.4751068248324,287.26039347155927,563.3004380534841,288.7846902450599
2011-10-02,404.3964141870408,149.03675746872233,767.1326337233711,295.71312197348584,502.9914109000928,313.2185147818175
2011-10-09,435.4895634257773,138.93698659052586,814.8993641732883,309.0472312565652,505.4743236715806,298.7061120239092
2011-10-16,448.6546607380088,108.71767381532533,736.341362115133,346.2810386474916,464.1302930952147,323.2505759723128
2011-10-23,501.929176671405,92.03555661282856,691.7193529894441,369.1170380745581,480.1786458538627,358.1758908022025
2011-10-30,545.7930264252943,88.90030520564967,685.8705599286093,476.5384403286995,528.075669202197,435.1383225464958
2011-11-06,624.9174941770705,83.32140305483865,712.8135553636032,718.4946218443109,549.2564049352081,480.5117406054428
2011-11-13,683.4654700564009,85.98956553078108,657.3465072228458,782.3853869064324,513.2884669879448,510.5689597286594
2011-11-20,683.4434346922815,87.42791094711816,644.2657031384111,1329.0409284533796,509.155289913171,611.1880309197549
2011-11-27,750.0637663340135,84.22672368935974,699.1809224132958,1352.5470426836114,589.0889338701022,617.8028035025077
2011-12-04,912.6094564742418,82.1065335866399,726.654614920746,1478.861494355714,540.697271181925,684.7465371145157
2011-12-11,1012.237685883768,81.77572021400601,742.8038769347598,1794.2427976193462,481.14643474929375,705.515510291957
2011-12-18,1182.602882504482,93.4200405165804,626.1041383507828,2417.2754706263504,502.8351496028605,717.7853501197
2011-12-25,1363.1831291337362,100.26414637817764,708.709570342005,3436.1105014293007,525.0253591458595,680.3067529468591
2012-01-01,1266.4913722782558,117.70857466329184,754.8412010591999,1995.600272310809,534.2965508819441,623.6176934766492
2012-01-08,1195.915689157802,156.92779219889962,854.2831287945273,1261.0460516942126,512.1344994881795,603.5294133483494
2012-01-15,1290.9534465719696,133.04953657823356,762.321433157407,1250.5342564107154,463.7627568465184,609.2491292846014
2012-01-22,1097.98668660318,131.55403610425785,734.7837553131534,972.5384735400804,475.6583201104335,598.2457760578836
2012-01-29,976.3292133478355,144.27423077174987,807.4974751050578,917.5129556793336,513.2698717897089,595.3741465784422
2012-02-05,857.5582051750398,151.21378312412375,773.8134074887743,756.8012503429734,492.6798925573327,408.1744059133375
2012-02-12,875.762607070333,147.04886870980383,769.2433549916676,776.852887182759,501.28781698418,423.1025592462215
2012-02-19,900.7690792163132,156.40238534376374,857.5947781208984,823.9178631186428,510.50858115898205,406.8442350965489
2012-02-26,760.2348155591718,185.5257013832948,856.0192223048031,566.365738583045,464.7661309797995,348.1560327355548
2012-03-04,684.9718971955755,188.39765617756893,918.230850515008,479.3567995334449,506.3334734394712,354.6692333159575
2012-03-11,544.0311354446262,212.58399065205668,945.9327763281756,415.1200394365616,472.7968560163048,251.10858632643024
2012-03-18,444.6723816975701,221.69295079571825,916.4422853694656,340.1208951312984,483.51922636879954,185.55357782098056
2012-03-25,376.1445517250263,247.82918075164656,924.388080434044,293.4285570351937,498.6671841312229,170.13994880252667
2012-04-01,320.8207880314474,263.9039881492886,1010.5327349565428,305.2508430968747,502.33357155903775,148.11319097038322
2012-04-08,258.2527109702555,283.23266314819887,949.2753278105316,281.01277345935546,524.9454767163212,132.83482153381607
2012-04-15,227.5133786023553,312.140609038874,1015.4546383441212,265.93558220040967,524.9894805446747,118.71174470483668
2012-04-22,193.69606462962565,306.9324433752183,953.2749067121345,240.66169662008204,510.8288314034833,108.297336311635
2012-04-29,197.308400132568,328.1819786884021,1016.71879571305,208.5324607127701,583.2691862964655,133.63925712190934
2012-05-06,194.91567485458447,386.17997827449045,1102.1336710395865,199.4225390380127,595.1836934331811,140.89799216340592
2012-05-13,191.1853119320343,424.6373419573462,1160.736625787971,208.19534907125785,593.0331779633427,113.7136503550212
2012-05-20,205.2384618965929,546.9597898207135,1116.4167172114728,203.86032305511105,602.4768047496113,107.06848722628364
2012-05-27,217.73896840298983,579.4506877461527,1137.0914764622005,212.153778926692,602.0095790670077,94.79336262699545
2012-06-03,192.34293697047545,616.5559428011397,1153.5725996846234,207.12072869534063,576.7928285015063,91.5832487879456
2012-06-10,224.2391422968287,685.0144969671916,1164.2154766298172,222.28691656408,627.571867049538,87.01189522942789
2012-06-17,210.20373411806435,774.6290404344163,1119.606594341887,226.89806285189,641.1624659130794,87.79467819261872
