date,Skiing,Rafting,Cycling,Ice Skating,Diving,Surfing,Snowboarding
2006-11-19,1449.499344469467,120.41366822997848,855.940709793149,1392.9753107380866,798.0055900178824,846.0257398708706,955.4607298783536
2006-11-26,1617.9091861706106,128.7479768609085,829.857651970921,1264.3261669100316,813.4033006078031,723.8174076658979,1070.8397530037505
2006-12-03,1708.4580893627383,129.65906950571895,874.0978721868905,1324.2548715962705,824.0853718400557,779.2617254159646,1219.1987592008977
2006-12-10,1746.2846117081522,125.22415684994444,810.1177814569851,1419.4286510648674,826.0268476867616,842.7213062041477,1175.6839684259853
2006-12-17,2051.871050666517,192.63827753834013,853.6143176609568,1724.986596927327,793.2334831349517,807.1766668137393,1207.6134717565758
2006-12-24,2568.751142137225,145.18449971200934,957.6376436630544,2937.2727052613445,771.8138214576146,783.7534822313088,1121.2993149172378
2006-12-31,2177.448237837669,219.21562439198047,917.73471621039,1850.0629422759089,904.1622483698254,803.1900576865855,872.1990213448458
2007-01-07,1991.3171875072217,234.54837994447047,914.8643973272796,1193.3419731267236,879.4241068312512,763.2591233715382,821.8304737976666
2007-01-14,1918.6386322152784,219.6502090850436,866.8229472719414,1326.1187070029778,873.1019867194071,732.028015223586,860.0399299402944
2007-01-21,1887.030502340971,225.7216004124041,756.5103528112155,1117.068886206965,999.5036275014484,739.4132451869124,985.2739828379796
2007-01-28,1869.490923818098,261.32215522271264,1006.5722202624372,1018.8486695553944,884.0171993022419,725.8821884146367,1004.320753655384
2007-02-04,1634.9822900132572,222.956725768868,956.0232685201656,823.4346948500455,1018.7621501524848,778.6795629814825,818.0407858225503
2007-02-11,2038.969743417872,246.8702344264067,844.1846672817346,1015.3674794751184,924.4875874511184,731.009122679091,855.7212886923985
2007-02-18,1797.8514960854668,263.3569940112415,1079.0537247689774,1033.194111151854,901.4759038734647,763.2620435781075,793.2695110549034
2007-02-25,1447.6632678146584,261.02442557094133,1039.302762859649,629.6954579825912,857.6910661565353,719.7161454999856,737.748817169438
2007-03-04,1195.788469379253,303.4875584236581,1077.263393154003,602.123160394865,988.5699927055412,809.5980148305778,647.5364104096581
2007-03-11,968.9094655185792,382.1862494408487,1135.2282343616205,496.7985338786505,898.4070984388578,787.9016643624844,489.5904940821293
2007-03-18,769.3475237313754,379.807355136045,1123.676292231571,463.5603851344443,1058.6726792819306,821.690131564273,434.099212212417
2007-03-25,661.7097024682922,435.86515963371096,1193.3187793884117,415.5679886463272,993.5386521913708,813.0432395907413,329.2834828797908
2007-04-01,524.4175945654978,405.63859218574265,1286.0422622197248,414.3147087652785,846.0470855030683,794.1107221117674,303.0052974995769
2007-04-08,423.16961351753736,434.3270197230292,1083.2971049030614,337.44131936606567,869.7932543426965,766.4098606735213,281.54778700298925
2007-04-15,335.7938566718242,466.75486152999247,1133.254286229675,317.40431660748806,932.4043334903828,754.6651271924133,255.6775078788685
2007-04-22,349.7590109680329,544.4053544764054,1179.4022885312313,286.6780793978393,945.8012910275976,805.1360126255937,242.50517230120525
2007-04-29,325.071620196099,565.2434550854226,1236.9151770801225,264.57898459304647,950.4732646760264,796.8665372370613,178.94340975807788
2007-05-06,329.3312798153371,641.0250670677833,1167.782153810727,234.12896709487677,1017.0497165253844,908.6319514847132,213.62579760184568
2007-05-13,347.0465984122915,716.5282357497164,1259.6467202756614,231.20130091680585,1074.5089212141636,995.3294033180066,209.1756427296996
2007-05-20,306.79661532246223,913.222543363115,1303.1410311571606,268.9674875199556,1065.4798821567144,979.9225326211956,216.5811633787609
2007-05-27,315.1859626407903,958.1291282142862,1315.870360791242,282.6230534642364,1090.029422234203,942.5909380031266,217.8530132588417
2007-06-03,299.31658794226723,958.6435246759144,1385.0137094389156,262.51174170313504,1118.5927311177286,1025.0526949530567,193.33634959807677
2007-06-10,339.0104056712901,980.7770631456314,1357.5903735354802,255.8569783420919,1115.0432616416374,980.6021086417516,166.30192030364563
2007-06-17,339.56375153389433,1104.8611718720574,1274.7932054250457,331.5760531052923,1158.0473998829657,1086.6307764525216,203.35982260053305
2007-06-24,290.5602546018516,1186.891445441846,1309.2112764614023,278.8333715746093,1082.051400614728,1061.200645988794,185.33351616497356
2007-07-01,384.6516807669801,1265.0503546362631,1424.3329941369382,316.0982963659261,1172.048468471312,993.811873880799,172.81496576018745
2007-07-08,445.7333996554581,1213.7580451248102,1686.8983067631934,317.3685017040151,1099.3287720588523,995.5605870720916,223.31593528075783
2007-07-15,398.0836187781798,1174.9212041949638,1665.8674465280894,327.5553500820565,1115.973296049238,1149.634615000636,234.85196192364637
2007-07-22,400.4599507967071,1032.4221919708402,1948.9944373443016,347.787697343943,1151.3232110784893,1143.5393623228254,221.05263336254907
2007-07-29,400.8564053859613,1069.4405544089295,1713.9846049965756,301.5994924848117,1232.491058702219,1056.14342403386,239.55896980622236
2007-08-05,406.8813812573724,977.952850428243,1377.5445187948671,311.7073614932791,1150.1098774948543,939.3297229126166,270.81234704336015
2007-08-12,438.2016580626219,875.5967375270582,1195.1922764265266,298.6926382769243,1135.71033313301,948.9658721655666,305.621035144205
2007-08-19,417.2732884117118,647.3163163072933,1145.4549942437109,326.90199980857176,1002.0047644431264,1004.4864963562106,343.58592511597567
2007-08-26,461.0474393549594,623.1092394157204,1101.1303881532792,321.4192783458872,991.9352683830714,986.3872177976198,339.2400705630924
2007-09-02,493.9130567205163,469.0929578494071,1083.2834533146922,334.3045300894639,905.8986238570564,866.2481210843391,360.82162290558375
2007-09-09,530.3783719127388,357.78477414281303,1054.3962046637928,303.1792958945319,868.536799695214,833.4763507888027,384.8808791245761
2007-09-16,557.7639791139836,327.390501789174,1028.0189384381038,301.37315787055445,888.5465618223271,795.3448422405377,420.02045685970967
2007-09-23,592.4533845341946,289.8066815497935,973.6319119058282,333.6759333548938,884.991936168234,744.5124343033101,461.8834948116111
2007-09-30,590.64820280653,216.07535940003305,926.4152785888537,341.72712132859795,830.884824896877,723.7526789934118,470.72349267373374
2007-10-07,667.9573191116829,228.3622208863402,892.7938935718024,394.80545689277903,883.8246755503847,680.0860415427516,549.1655633066962
2007-10-14,697.6919503320687,161.63231006993144,862.880734908447,406.8905836077444,794.298621728893,740.744212955847,585.0422412292019
2007-10-21,817.3477408782536,146.47583230151793,791.3241724079481,453.68370810017535,785.6946883544673,660.5103142401649,510.1534426088351
2007-10-28,800.4273805544518,114.80436047659146,808.2463212511642,475.13011480577546,815.9124582329199,639.7964220127855,570.0573154528151
2007-11-04,954.2534574704084,127.80705125170526,803.0334169936106,680.9447858629111,871.2007521452135,685.3701637861202,687.7678443068547
2007-11-11,1075.6937640319402,119.91744139249916,829.7421400198888,805.559171703308,827.9195936340235,735.34288142573,779.3071210637356
2007-11-18,1159.531924703252,112.73147831805348,789.6638962226343,1285.4918629017193,799.794706654301,754.3254409181638,807.9931614819741
2007-11-25,1326.6394959614508,125.78325164806942,817.7991853050661,1141.991842270509,901.7726661075284,724.8215600033134,935.228680481306
2007-12-02,1585.3740993423796,116.6631151564412,759.4740891263968,1404.2813441452258,930.4700271315154,798.4167314480408,1166.828224145571
2007-12-09,1655.9362678299256,123.2133900336452,764.4056536284627,1295.5438346627018,919.1380824314384,752.107076008759,1226.2610033447554
2007-12-16,2082.307311702097,119.74867953566346,772.5358032124714,1541.3599470873305,905.3953064468268,666.1460228482306,1262.6498128841165
2007-12-23,2930.426658012189,136.23491143010128,766.7490833349462,2632.5950915471367,1010.8223312023694,754.0718103358611,1264.1995522675493
2007-12-30,2513.3076858719,181.00215848654025,907.8810427526668,2251.9549884490493,1128.0023983931671,745.6973119392428,1122.2879795815404
2008-01-06,1973.7723071246155,214.30425749484064,862.0125673113205,1319.5708796138822,1172.1994167631565,842.5625540130352,1029.4417658958257
2008-01-13,2044.584114469543,185.35577196049175,869.1142824261706,1162.363115970033,1183.2185906201048,768.8001217567426,899.847148759053
2008-01-20,2018.4370969678416,230.75703109182268,809.4859117768077,1155.0494867865966,1110.8419655300345,716.9529347480187,899.005040303079
2008-01-27,1676.239132055924,179.27895350260025,878.4420270976074,961.5192163037568,1107.4130588577568,703.21114954097,988.039472276148
2008-02-03,1507.2573836462493,215.46799663175025,806.871801445829,749.9882952368588,1114.8573377248565,687.0537083246685,789.3438672490895
2008-02-10,1606.9246569826444,246.74042156060872,897.9310927403438,831.1853036770447,1129.1649743964176,750.8870479810106,735.2348052517709
2008-02-17,1452.154629296516,234.220463394658,1068.5472352754225,800.2344017490708,1209.1102288913207,614.9166511323745,782.383747410777
2008-02-24,1289.8386830867055,301.2484763105872,997.0717978951686,590.3401943422264,1268.889593949628,772.7079064970114,669.0501810259201
2008-03-02,1060.2204054512722,281.23576993878936,945.9707557171348,551.581629302983,1100.1780432779692,737.1349752302348,536.2863280473166
2008-03-09,897.8359724865937,302.8744758025244,1012.9976599282028,486.8335318233223,1031.353593682729,763.6056391164876,477.8761710933184
2008-03-16,722.9102982973695,340.16297758402965,951.568019362153,503.31111290211135,904.7224454733054,647.3379852864937,402.644469879124
2008-03-23,647.7652455629653,372.4662207838225,1094.9750440804687,467.20211738256734,1000.901437604744,732.1531108000551,372.7900527239352
2008-03-30,498.2019730671327,372.08086239293016,1055.6117306529443,395.7963304051261,978.982841710932,741.3090739489396,272.04407061110186
2008-04-06,433.5097644170361,427.1286349908045,1077.9430763070216,351.2008864930048,894.5729406496423,755.4281202786007,232.08094561742416
2008-04-13,376.0414660227089,425.9307930915354,1149.2496993755528,295.9788241563159,936.6884061689984,746.3883053400021,222.35518313632411
2008-04-20,319.8915068112436,468.3360869878534,1083.4346526435863,268.3368723021342,922.1986045470156,783.3095099868252,176.758675550905
2008-04-27,312.4713742797359,492.0773104948613,1109.4628806953704,240.65527884271245,1044.5157706821583,722.5725651474448,167.30996861895645
2008-05-04,298.86048079163675,528.276018344126,1185.800799759661,250.3880725775124,1041.988734275185,789.6640542439853,166.12548533985176
2008-05-11,277.81512369312674,605.5933292564009,1167.398330605604,217.71145092138133,1035.8411720499912,778.0442808262202,179.7520907014689
2008-05-18,271.4131236490177,713.8309234786008,1125.9865222557514,206.96709079489565,1116.210169633399,839.027905227059,182.65367390100693
2008-05-25,301.5768769674786,779.8242715048517,1167.3365594933073,234.0466752320817,1135.1993133743683,835.4326530702547,180.91811570660704
2008-06-01,329.53874035203654,808.6307677671194,1333.5494044208745,229.0248886827657,1098.1558815387823,819.4194295747768,172.7568197436681
2008-06-08,266.78870858816566,937.3842006411608,1260.555382891823,235.2890964889388,1105.494834964393,783.945236306431,170.42434599829627
2008-06-15,298.5544522638183,987.0559595261386,1215.4293407443877,254.7966678793208,1217.5239963152665,858.9857895687093,141.02113644627883
2008-06-22,285.0239508367813,1130.7108174240295,1255.096180494044,259.8567900776204,1349.9917575356194,798.4432331346616,155.69964840556256
2008-06-29,349.50166242242943,1258.5852385591477,1371.7056062132403,293.39232486255383,1280.393674672515,843.9870826350358,154.26710066191345
2008-07-06,319.3781638006763,1141.7657695797816,1635.6939979791669,300.74228010719025,1195.9029037297755,908.4718398202943,192.9202327138387
2008-07-13,359.1579947146253,1106.8654148989003,1547.4026697249603,308.51128776126245,1175.29666729758,896.3070830700265,183.131225681
2008-07-20,353.3691333555604,1071.6668564901688,1496.0258449947369,291.15545984615267,1101.0382962466329,973.3613532512252,202.9417495109456
2008-07-27,353.8371100166738,1004.5046765548656,1372.755305099625,292.19796333812576,1236.461792962618,847.6023923044374,203.9971231809677
2008-08-03,365.21044824311525,939.525270289518,1496.8110002085946,318.65307225954365,1265.251538142163,827.318105990643,245.97087062621296
2008-08-10,371.7860443072883,817.3089515115014,1548.3812152714831,354.01487654119995,1964.1885812609216,737.1109578255147,274.9687941179659
2008-08-17,386.3204051458563,619.0233176062645,1323.7589579738874,343.1355058042515,1946.423592986309,943.1403250917016,260.2109758867117
2008-08-24,364.13803828678016,578.7052204200926,1045.1475431600932,252.9499947540403,1200.4237890222198,797.3032642083907,289.2616357920081
2008-08-31,410.0687303670616,415.75923049180784,1063.4750368329749,279.6845767303415,909.3062897008203,785.1279807534871,332.28107435820215
2008-09-07,434.21372795014935,331.00349839273275,1022.272397396032,269.3033817674506,851.6013205608119,809.4062650628996,348.5621522353579
2008-09-14,446.1908932014598,295.4458098373376,962.5200783474488,275.39060763415085,831.1602522808543,685.4342595285356,356.4684134350168
2008-09-21,474.06925308183327,255.0967123952545,998.8747573691488,286.50353045254843,814.910310832425,655.3215788071122,419.7183863562124
2008-09-28,484.5628034115065,188.63812563472908,831.729536108426,290.5015103907828,800.4223053460087,675.1734425343126,430.9090714960867
2008-10-05,532.9991672896253,201.7212189234708,851.5482017299562,351.46218978217,779.8038045376235,776.7083512194788,493.47091260545903
2008-10-12,527.0404274177,176.42601727458484,789.8547670387655,353.57907805715723,805.9107338752107,651.547696496852,518.3004492334313
2008-10-19,663.7269645715827,138.55409819875894,780.5861654535782,365.28194486030026,744.4154293587526,670.6068319753389,542.40308039242
2008-10-26,675.5111611602767,125.69192113150874,781.0071188809552,382.4744139826848,726.1304660357129,629.32650449076,629.3370015359816
2008-11-02,740.1662753698262,100.5092515933781,705.3981957484134,530.5214967812869,726.219663895669,644.0183911784962,646.8907495235044
2008-11-09,907.3617981498268,123.292502002957,745.4030114007056,733.9777228949927,764.7621985722835,720.1595566324174,957.9641675091232
2008-11-16,1022.8183355959444,117.49810161211956,745.4514986590349,907.0917313499064,771.7910441787185,706.3676300848043,1243.6714147173388
2008-11-23,1029.3927916965774,114.05763966692338,775.241789469601,1358.205764474292,737.0643803596289,723.2465547154862,1273.9012630904938
2008-11-30,1316.4947335798067,128.03775497464463,805.1110473937229,1324.2891562226223,745.8709550394747,733.249770296485,1207.4991569799463
2008-12-07,1416.4457539943005,112.37032704844904,746.388442399076,1397.6470118728423,736.5760706661622,690.1651690698724,1299.016361478128
2008-12-14,1638.7389469124482,119.75289705542176,692.8428873899079,1661.5390333451808,671.3874472004313,585.6374117637638,1355.1990358224125
2008-12-21,2212.5048798105163,130.10996898453772,758.5333408846991,2382.295849744252,713.2609258058036,675.1451004793386,1661.1371374832856
2008-12-28,2161.476113962076,190.2961144871683,809.1458940029892,3232.1917408601707,680.7367571736859,668.27654710769,1432.4654039362665
2009-01-04,1858.3980157724664,194.26252034556464,792.5493664858496,1369.461478385744,772.2852632342281,652.1048761238658,1167.072554614767
2009-01-11,1927.120573620872,189.54413547623787,805.9215673793763,1061.2707358959476,856.4612018308899,683.3300424096514,1087.7094033417277
2009-01-18,1627.8000651014356,187.38534136040676,903.8674269777778,1144.094717569888,766.7748056197553,699.2795089962316,984.8484958311928
2009-01-25,1517.908032693597,189.3904154506656,845.1573653955794,949.5640982982196,858.8804324211512,638.5495611375216,1038.2460504767323
2009-02-01,1405.4045558225102,199.18864072133,888.794664054875,792.7721768911483,820.2931387495075,595.39514169289,995.8849081420796
2009-02-08,1327.0960821395267,203.34990353954512,881.3786709745583,788.1256233721275,792.6554872492095,596.3245197090295,737.4058424383572
2009-02-15,1236.2383339727155,248.31845592694395,1087.1924477166897,761.210458951705,867.2993365271618,597.7203661844268,756.0019277624924
2009-02-22,997.8967772155044,236.7552712890768,1040.901227754702,514.4304848073672,865.089575751384,644.0512968767226,641.8593316045836
2009-03-01,888.9894142894248,256.0230071704312,919.7172826328236,447.4648575184386,869.4165482080222,624.7220531053858,585.9083922394774
2009-03-08,777.9738146555387,245.1757951687344,999.6990146108606,433.5104318661682,903.5342024162336,702.6870039858604,459.26950561072266
2009-03-15,1015.4964885243194,286.9353113000314,1015.0247021208238,366.6712412100891,868.1133078478817,734.3317592718585,425.9788959984269
2009-03-22,620.168104551324,296.80120285641334,1005.642112093316,372.17065056421234,893.7778261869539,684.3632576746214,341.83109022571097
2009-03-29,455.39856148839726,332.5205578439587,1011.7967812680442,343.8854137656635,794.9307872280827,710.6686752133045,282.17540216238245
2009-04-05,360.2819215411747,360.0099482597989,1048.9803148507835,288.3085284877197,821.6349860311008,648.3241104323582,276.1090214783651
2009-04-12,309.4605368798982,341.396611167624,1042.9731304436748,269.2718385610035,835.7690026367246,710.6989315151641,254.4374805404394
2009-04-19,278.4047164201953,413.3103039589242,1064.49932887891,212.646130115162,857.4858898110379,694.1206287892612,251.98574918448784
2009-04-26,267.86618958229525,396.8488553309814,1023.7263637201382,199.5316283503909,893.6623948747933,695.5024939984751,185.1898026290532
2009-05-03,252.68515214727225,469.19588729941466,1139.9827374110455,187.26029439426168,861.7939843279826,731.4175481544509,196.2133287703149
2009-05-10,255.4299768614108,593.5298000929847,1176.313796376469,193.58241622435733,886.8221956353625,745.8751039444656,171.9040819278307
2009-05-17,266.8037160614375,703.9237489094144,1135.9072745302017,188.8911610981264,922.0227813402398,749.1693494678315,167.0834810345885
2009-05-24,279.8685885950709,708.5825651111938,1171.526217699588,202.2060579621964,936.1558709268876,779.8815745187766,201.5291898103821
2009-05-31,265.4076140480049,762.073397132083,1207.324606865218,195.6511135517568,982.3310744368785,772.1882176603497,171.74998238262668
2009-06-07,260.4328248773752,761.3471414606447,1152.9799891071507,234.1378683461372,982.8750626641814,757.8220284437231,186.17568953767872
2009-06-14,278.76219208013805,820.7485712908873,1177.3651803051878,272.53354487905324,953.6574257045952,731.319350521773,183.18732783453416
2009-06-21,277.0027504950488,1024.9887294784576,1181.4160180761032,211.30371532593935,949.2557241705972,795.982906984366,162.14517619266348
2009-06-28,321.24209052365325,1127.928798083944,1334.537027092725,242.98837174148744,1002.9053438854336,819.958406866985,144.37835507147875
2009-07-05,302.5842694868662,1083.861438809931,1952.5522413696744,270.3804059475233,932.0841493461296,737.7241522224889,164.3606780133737
2009-07-12,301.73070110393263,1054.3776547399427,1875.671604287025,265.8405518539095,993.6219706685342,815.0837626956051,176.4220553107874
2009-07-19,325.8593156912593,1028.0942638219128,1885.6632000043724,247.6464764771063,1000.7394794852196,1086.1564881087825,186.75797650393332
2009-07-26,305.9001565642746,973.4618857802648,1988.7457903306008,282.84692021746395,1006.064863760182,1018.6304800565364,189.85373296071865
2009-08-02,300.60436984174464,903.807970054704,1252.2658662856882,273.60258434883366,969.9218169512346,763.8144461224057,228.87563404933616
2009-08-09,353.8583823933532,790.1011229774301,1241.4963087560684,264.0334149678871,975.6713229222316,764.7654290331861,200.41567877661515
2009-08-16,345.7279382718419,654.0200180974554,1149.195945884342,265.76412912867846,869.523807455002,832.6919291359534,267.5064727161449
2009-08-23,394.337521133448,462.7270873609551,980.1917180855704,247.5493801856475,794.163818061776,725.0885939134306,245.2291457754999
2009-08-30,359.0287369754691,501.405990236502,1079.9673619872435,271.64846573668774,850.2794481845901,708.0769982521307,275.6758312313584
2009-09-06,414.1504892198319,348.45255541713425,1034.488506167026,266.21002067253664,756.2463923625979,714.026568228932,305.0325748695787
2009-09-13,373.07864072578167,290.7096766565731,919.5113142314018,222.2279178948753,707.964274689096,669.37457529991,294.76226940055454
2009-09-20,424.11363970026594,243.35826526113317,967.8737952990622,258.6286568859067,702.4500543671129,650.0415911495704,326.4679063870456
2009-09-27,428.431010657542,208.97321473837303,915.10909086813,286.4615074717566,703.5700867015627,666.9770205883544,420.5644077432633
2009-10-04,546.7002858615556,183.6493648656074,879.5237014824892,338.85295307093327,691.9174195404846,607.0144648967629,437.8770481601027
2009-10-11,577.0479622478916,155.65294891208774,931.5217366419688,377.5041892583493,690.1197407580377,601.4380403459621,502.49557258970646
2009-10-18,600.2539477955879,134.49031107656782,813.3530730893586,421.9895026172642,698.1974879201471,647.6714234084577,484.6212411646402
2009-10-25,620.0491431213188,118.34696284899364,800.0192835031714,398.7246196396728,646.5735557923025,620.8390484997626,440.8177664971332
2009-11-01,622.4412167411442,119.09915560420144,778.0349388107087,546.3150272485025,703.0669640145348,677.389202017854,547.6001311186626
2009-11-08,723.8475790120622,116.90021289205968,785.9108012766329,662.0160325008185,718.0168904174233,663.1610027707458,579.8277761614809
2009-11-15,800.0859282820217,119.8090666759385,776.9854360557127,764.4729544128697,714.5202048469846,652.6831489062315,590.2228440722068
2009-11-22,814.078582211442,106.84126453494451,784.8048453722259,1124.613674609779,743.6412208139953,724.9719990767949,691.4513019047976
2009-11-29,984.367073800382,115.31192196673972,864.2386318593562,1264.7423871158585,688.3009706823221,732.4465584401161,790.8658613035212
2009-12-06,1215.8787362302917,99.96859330024108,812.1365917849134,1311.556206291239,649.739505174787,842.6743260437604,1008.0662230376408
2009-12-13,1337.7496011565534,119.33236372939652,807.8136775163163,1572.7130095028288,697.0903501826626,701.2941059457795,1066.6801452897996
2009-12-20,1754.9893239328026,104.10239028422492,769.6979733178275,2403.4825903206483,664.4934867705205,663.1917393063851,1141.750260384681
2009-12-27,2068.247011753925,141.7415793353907,797.1597986494739,2982.128646502393,664.0284680699482,635.3225463210921,1175.362860075662
2010-01-03,1974.6479548557568,173.1721519003559,836.5689018125389,1572.6434949423551,695.1057739573063,627.8942794055567,1019.6245264379075
2010-01-10,1894.6068242380477,169.98892913643346,817.6744181623657,1298.0004441280696,684.4810015152608,554.2003507999858,907.9272420828004
2010-01-17,1431.7543087960223,189.23971130767825,844.9672283368452,1259.5309746019418,730.6944816637139,556.9895167343606,858.4667860334575
2010-01-24,1294.6683750187058,178.74421938908176,828.9835233549699,1053.4923424391914,722.177881909297,568.4992202235985,847.2433511150527
2010-01-31,1300.7772745523216,192.4410474700168,808.4008776289705,784.1451581844469,725.5078054774885,578.387009441364,941.8858923273112
2010-02-07,1791.80833544115,200.63636429621172,808.9294903959482,969.1375120608094,797.8334038862296,577.2369085993281,993.7182525148888
2010-02-14,3350.022984174693,212.54789705092895,899.3050653054353,2418.223710148,847.1863162287628,658.954095214724,2997.0678392522
2010-02-21,2530.773110264712,209.20159514965303,870.7280179583934,2082.7971065981114,777.7508279638141,567.9726583014234,1391.901092353894
2010-02-28,1396.065726882843,245.55693798305427,955.0871430208548,994.9577425549476,776.814735008001,559.0116055007319,927.02042933265
2010-03-07,898.356070428136,253.819027356994,974.8261196580002,559.7894652548241,766.5220253348118,597.2186421786026,585.5744327839457
2010-03-14,658.1910402566778,284.4814287893711,1030.4145121186052,503.7075921171147,719.4414997762764,581.2364243765921,407.6079017189769
2010-03-21,490.322829439137,307.01551418257213,1051.550533571212,384.3736108725892,754.8322393272803,554.190365888411,375.6512027157455
2010-03-28,434.30645543871793,304.2186780395608,1014.6854409871522,394.88713691077226,761.8806713408956,600.164144961372,289.3970039903048
2010-04-04,362.6017000377583,361.8327966052783,1064.1898701198393,289.85914127104763,749.53908632179,630.8147337689829,219.4718167161277
2010-04-11,316.0961509713565,338.43746331533697,1150.3319503496737,269.3457731870572,776.6540776407606,595.9790588816206,186.7155092325372
2010-04-18,267.34398120834373,343.7035778445143,1075.5521307503068,254.585410204326,789.1176864303055,596.502132124422,181.34287183878823
2010-04-25,267.55671686734297,358.2274638745487,1051.3505696314303,253.20563073665696,782.2685645564503,590.0223056466534,191.11569141215176
2010-05-02,239.2257205834153,379.6744388772876,1077.6086049347907,221.45288481501197,769.8148181280098,615.8494362743213,151.75718308581892
2010-05-09,249.28796427890444,467.64472856806526,1039.3565210127829,242.11806959186683,836.1962799843179,640.6089434771889,170.42042889277784
2010-05-16,261.18321536988634,538.2749359820515,1384.1587030109629,234.19486048317316,802.0339325217536,607.2263280835158,163.60920688038811
2010-05-23,240.4781594757401,650.2945747562168,1223.41570627916,199.82754525997095,828.1198223175414,652.4203868080763,145.83251472626847
2010-05-30,270.7043280360939,705.6283733311938,1192.9921300612314,233.79330975691929,839.2951651868083,656.5092597746609,148.01984904770413
2010-06-06,242.4213786182345,745.673701853118,1190.3559461571851,225.55224440092428,915.4924947570124,615.1864590008673,130.04230365557729
2010-06-13,198.65457993112489,834.0561566037148,1138.1180502891857,230.05149525686875,851.0062168474807,689.7368945463621,114.13735671115636
2010-06-20,251.60834057959516,895.3198622075817,1194.7670427949704,217.7500872760221,853.2329512739725,711.2251425938905,122.20444682169828
2010-06-27,233.10980228727573,1073.0279594059043,1283.0482151668948,241.6306637077472,824.7738512130696,620.9724042866405,127.05635739285874
2010-07-04,259.1404472176838,1030.6705684367428,1822.81113588924,234.89592773589445,875.3781799048908,701.3290694830818,127.87567166558348
2010-07-11,254.889436296775,958.4278418632686,1654.5074566242984,247.998637538296,934.264474965008,691.4651008021254,121.86093046406616
2010-07-18,264.95092639486825,1021.156636627566,1634.8210095093573,278.6725683405699,898.4794548209071,732.8735360463719,143.450959836352
2010-07-25,258.7856675764823,950.2325691643316,1227.0838453092467,252.38124110008985,853.3506692304032,786.5403609321065,159.53379863597326
2010-08-01,314.52087763032705,876.244416225234,1077.6042534244964,256.8982515627836,919.7110602922684,1008.288840692958,150.14836358711904
2010-08-08,289.70742396764825,768.8253050587131,978.9906344468878,273.56835807465905,853.7277039854855,959.297694142947,172.8040245302261
2010-08-15,297.68948721938574,619.5782402614684,1021.6587522926206,274.2580283569479,831.0094671345149,644.8375961927566,165.74191572516372
2010-08-22,309.9832723819808,491.0860150526034,920.2043166846923,250.66004339671687,767.108141554611,669.5517723611395,204.69067152000656
2010-08-29,292.57151714060694,442.905637818231,896.3375221868167,225.48857216412648,724.3797883316034,693.3635703369397,209.6577236772376
2010-09-05,330.74669981799406,334.2584924050208,922.9072429140524,255.6678637077138,719.9571780584253,608.3595983339441,259.6225606929655
2010-09-12,309.24642989916345,241.54519470821745,898.3869358867336,234.43371149538424,769.7328137784365,637.1126456327614,245.9601625628445
2010-09-19,325.80506102001675,246.72985082070147,852.4046801618463,247.9770634414292,692.3073781880992,692.6418864924256,255.74789558561343
2010-09-26,334.71374676563346,175.3629775612203,856.7304145307548,262.8323885736342,619.2877475676631,628.6285301310708,278.03826161001183
2010-10-03,375.5100016274558,150.6165329824913,837.8001520621025,259.16736490080217,601.781361782506,611.0263526059447,303.28126111650016
